Date,TestID,Country,Age (M),Sex
2023-04-25,2331001180D,Belgium,15.0,Female
2023-04-25,2334000913D,Poland,37.0,Male
2023-04-25,2334000903D,Poland,22.0,Female
2023-04-25,2334000952D,France,109.0,Female
2023-04-25,2334000825D,Poland,62.0,Male
2023-04-25,2331001161D,Germany,106.0,Female
2023-04-25,2334000826D,Poland,43.0,Male
2023-04-25,2334000803D,Poland,18.0,Male
2023-04-25,2334000895D,Poland,54.0,Male
2023-04-25,2334000923D,Poland,40.0,Male
2023-04-25,2334000922D,Poland,43.0,Male
2023-04-25,2334000828D,Poland,18.0,Female
2023-04-25,2334000807D,Poland,14.0,Female
2023-04-25,2334000852D,Poland,32.0,Male
2023-04-25,2334000867D,Poland,13.0,Male
2023-04-25,2334000866D,Poland,35.0,Female
2023-04-25,2334000898D,Poland,20.0,Male
2023-04-25,2334000949D,Spain,76.0,Male
2023-04-25,2331001181D,Belgium,80.0,Female
2023-04-25,2334000915D,Poland,44.0,Male
2023-04-25,2334000835D,Poland,29.0,Female
2023-04-25,2331001097D,Norway,26.0,Female
2023-04-25,2334000928D,Poland,30.0,Female
2023-04-25,2331001095D,Norway,28.0,Male
2023-04-25,2334000871D,Poland,23.0,Male
2023-04-26,2334001093D,Italy,46.0,Male
2023-04-26,2334000979D,Spain,88.0,Female
2023-04-26,2334000983D,Spain,30.0,Female
2023-04-26,2331001191D,Netherland,30.0,Female
2023-04-26,2334000325D,France,66.0,Female
2023-04-26,2331001205D,Netherland,14.0,Male
2023-04-26,2331001228D,Belgium,30.0,Female
2023-04-26,2331001210D,Norway,50.0,Female
2023-04-26,2334000987D,Spain,66.0,Male
2023-04-26,2331001187D,Netherland,21.0,Female
2023-04-26,2334000981D,Spain,16.0,Female
2023-04-26,2331001190D,Netherland,66.0,Female
2023-04-26,2331001395D,Denmark,21.0,Male
2023-04-26,2344000260D,UK,31.0,Female
2023-04-26,2334000884D,Poland,79.0,Female
2023-04-26,2331001223D,Germany,14.0,Male
2023-04-26,2344000259D,UK,79.0,Female
2023-04-26,2334000984D,France,78.0,Female
2023-04-26,2331001201D,Netherland,46.0,Male
2023-04-26,2334000970D,Slovenia,88.0,Female
2023-04-26,2331001227D,Belgium,17.0,Female
2023-04-26,2331001195D,Netherland,79.0,Female
2023-04-26,2331001222D,Germany,29.0,Male
2023-04-26,2334001227D,Italy,46.0,Female
2023-04-26,2334000965D,France,21.0,Female
2023-04-26,2334000972D,Slovenia,22.0,Male
2023-04-26,2334001071D,Italy,78.0,Female
2023-04-26,2331001196D,Netherland,31.0,Female
2023-04-26,2331001200D,Netherland,70.0,Male
2023-04-26,2331001189D,Netherland,114.0,Female
2023-04-26,2334000958D,Spain,22.0,Male
2023-04-26,2334000988D,France,46.0,Female
2023-04-26,2331001224D,Germany,14.0,Female
2023-04-26,2334000967D,Slovenia,43.0,Male
2023-04-26,2331001216D,Norway,15.0,Male
2023-04-26,2334000962D,Spain,27.0,Male
2023-04-26,2331001229D,Belgium,42.0,Male
2023-04-26,2334000976D,Spain,30.0,Female
2023-04-26,2331001202D,Netherland,22.0,Male
2023-04-26,2334000968D,Slovenia,17.0,Female
2023-04-26,2334000985D,France,35.0,Male
2023-04-26,2331001198D,Netherland,54.0,Male
2023-04-26,2331001188D,Netherland,33.0,Male
2023-04-26,2334000969D,Slovenia,102.0,Female
2023-04-26,2334000980D,Spain,112.0,Female
2023-04-26,2334000959D,Spain,46.0,Male
2023-04-26,2334000978D,Spain,102.0,Female
2023-04-26,2331001225D,Germany,43.0,Male
2023-04-26,2334000973D,Slovenia,46.0,Male
2023-04-26,2334000971D,Slovenia,30.0,Female
2023-04-26,2334000957D,Greece,30.0,Male
2023-04-26,2331001192D,Netherland,30.0,Male
2023-04-26,2334000977D,Spain,42.0,Male
2023-04-26,2334000975D,Spain,29.0,Male
2023-04-26,2331001199D,Netherland,59.0,Female
2023-04-26,2334000956D,Spain,30.0,Female
2023-04-26,2334000432D,Greece,33.0,Female
2023-04-26,2334000982D,Spain,45.0,Male
2023-04-26,2334000986D,Spain,30.0,Male
2023-04-26,2334000451D,Poland,30.0,Female
2023-04-26,2334000966D,France,42.0,Male
2023-04-26,2331001204D,Netherland,13.0,Male
2023-04-26,2334000960D,Spain,29.0,Male
2023-04-26,2331000844D,Netherland,18.0,Female
2023-04-26,2331001197D,Netherland,31.0,Female
2023-04-26,2334000961D,Spain,26.0,Female
2023-04-26,2334000964D,France,16.0,Male
2023-04-26,2331001203D,Netherland,22.0,Male
2023-04-26,2331001221D,Germany,22.0,Male
2023-04-26,2331001220D,Germany,46.0,Male
2023-04-26,2334000963D,France,46.0,Male
2023-04-26,2334000954D,France,47.0,Male
2023-04-26,2334000974D,Spain,31.0,Female
2023-04-26,2331001193D,Netherlands,66.0,Male
2023-04-27,2334001059D,Poland,99.0,Male
2023-04-27,2334001015D,Poland,95.0,Male
2023-04-27,2334001083D,Spain,95.0,Male
2023-04-27,2334001049D,Poland,70.0,Male
2023-04-27,2334001068D,Poland,17.0,Female
2023-04-27,2334001029D,Poland,119.0,Male
2023-04-27,2334001087D,Spain,29.0,Female
2023-04-27,2334001073D,France,82.0,Female
2023-04-27,2334001048D,Poland,40.0,Female
2023-04-27,2334001060D,Poland,29.0,Male
2023-04-27,2334001079D,Spain,29.0,Female
2023-04-27,2334001031D,Poland,45.0,Female
2023-04-27,2334001043D,Poland,25.0,Male
2023-04-27,2344000264D,UK,25.0,Male
2023-04-27,2334001004D,Poland,39.0,Male
2023-04-27,2334001080D,Spain,25.0,Male
2023-04-27,2334001041D,Poland,15.0,Male
2023-04-27,2334001034D,Poland,35.0,Male
2023-04-27,2334001086D,Spain,71.0,Male
2023-04-27,2334001000D,Poland,323.0,Male
2023-04-27,2334001028D,Poland,14.0,Male
2023-04-27,2334001027D,Poland,32.0,Male
2023-04-27,2334001074D,France,7.0,Female
2023-04-27,2344000266D,UK,42.0,Female
2023-04-27,2334001016D,Poland,30.0,Female
2023-04-27,2334000996D,Poland,41.0,Female
2023-04-27,2334001039D,Poland,138.0,Female
2023-04-27,2334001035D,Poland,126.0,Male
2023-04-27,2334000999D,Poland,107.0,Female
2023-04-27,2334001077D,Spain,54.0,Male
2023-04-27,2334000993D,Poland,30.0,Female
2023-04-27,2334001024D,Poland,134.0,Male
2023-04-27,2344000263D,UK,138.0,Female
2023-04-27,2334001045D,Poland,148.0,Female
2023-04-27,2334001078D,Spain,39.0,Male
2023-04-27,2334000994D,Poland,15.0,Male
2023-04-27,2334000997D,Poland,54.0,Female
2023-04-27,2334001030D,Poland,18.0,Female
2023-04-27,2334001040D,Poland,30.0,Male
2023-04-27,2344000265D,UK,30.0,Male
2023-04-27,2334001032D,Poland,33.0,Male
2023-04-27,2334001072D,Italy,33.0,Male
2023-04-27,2344000268D,UK,30.0,Female
2023-04-27,2334001042D,Poland,77.0,Male
2023-04-27,2334001084D,Spain,17.0,Female
2023-04-27,2334001036D,Poland,42.0,Female
2023-04-27,2334001082D,Spain,22.0,Female
2023-04-27,2334001085D,Spain,42.0,Female
2023-04-27,2334001002D,Poland,90.0,Female
2023-04-27,2334001037D,Poland,22.0,Female
2023-04-27,2334001003D,Poland,67.0,Female
2023-04-27,2334001058D,Poland,27.0,Male
2023-04-27,2334001025D,Poland,42.0,Female
2023-04-27,2334001046D,Poland,28.0,Male
2023-04-27,2331001265D,Sweden,31.0,Male
2023-04-27,2334001026D,Poland,90.0,Male
2023-04-27,2334001013D,Poland,63.0,Female
2023-04-27,2334001001D,Poland,16.0,Male
2023-04-27,2334001047D,Poland,64.0,Female
2023-04-27,2334000992D,Poland,30.0,Male
2023-04-27,2334000995D,Poland,22.0,Female
2023-04-27,2334001069D,Poland,42.0,Male
2023-04-27,2334001038D,Poland,55.0,Female
2023-04-27,2334001116D,Italy,28.0,Female
2023-04-27,2334000998D,Poland,46.0,Female
2023-04-27,2334001017D,Poland,30.0,Female
2023-04-27,2334001044D,Poland,62.0,Male
2023-04-27,2334001014D,Poland,32.0,Male
2023-04-27,2344000269D,UK,32.0,Male
2023-04-27,2334001081D,Spain,56.0,Female
2023-04-27,2334001011D,Poland,18.0,Male
2023-04-27,2344000262D,UK,18.0,Male
2023-04-27,2334001067D,Poland,51.0,Male
2023-04-27,2334001023D,Poland,39.0,Female
2023-04-27,2334001066D,Poland,27.0,Male
2023-04-27,2334000991D,Poland,18.0,Female
2023-04-27,2334001010D,Poland,91.0,Male
2023-04-27,2334001057D,Poland,87.0,Male
2023-04-27,2334001065D,Poland,75.0,Male
2023-04-27,2334000990D,Poland,31.0,Female
2023-04-27,2334001009D,Poland,35.0,Female
2023-04-27,2334001056D,Poland,57.0,Male
2023-04-27,2334001064D,Poland,32.0,Male
2023-04-27,2334001022D,Poland,80.0,Male
2023-04-27,2334001008D,Poland,104.0,Male
2023-04-27,2334001055D,Poland,20.0,Female
2023-04-27,2334001063D,Poland,29.0,Male
2023-04-27,2334001021D,Poland,161.0,Female
2023-04-27,2334001070D,Spain,161.0,Female
2023-04-27,2334001007D,Poland,93.0,Female
2023-04-27,2334001033D,Poland,105.0,Female
2023-04-27,2334001062D,Poland,33.0,Female
2023-04-27,2334001020D,Poland,33.0,Male
2023-04-27,2334001006D,Poland,33.0,Female
2023-04-27,2334001054D,Poland,78.0,Female
2023-04-27,2334001061D,Poland,18.0,Male
2023-04-27,2334001019D,Poland,30.0,Female
2023-04-27,2334001053D,Poland,57.0,Male
2023-04-27,2334001104D,Italy,57.0,Male
2023-04-27,2334001018D,Poland,64.0,Male
2023-04-27,2334001005D,Poland,28.0,Male
2023-04-27,2334001052D,Poland,76.0,Male
2023-04-27,2334001051D,Poland,16.0,Female
2023-04-27,2334001075D,France,16.0,Female
2023-04-27,2331001209D,Norway,15.0,Female
2023-04-27,2334001050D,Poland,7.0,Male
2023-04-28,2331001263D,Sweden,39.0,Female
2023-04-28,2331001268D,Sweden,21.0,Female
2023-04-28,2334001089D,Spain,58.0,Female
2023-04-28,2334001103D,Italy,58.0,Female
2023-04-28,2331001262D,Sweden,18.0,Male
2023-04-28,2334001088D,Spain,29.0,Male
2023-04-28,2334001117D,Italy,41.0,Female
2023-04-28,2331000635D,Belgium,41.0,Female
2023-04-28,2334001102D,Spain,41.0,Female
2023-04-28,2331001171D,Germany,41.0,Female
2023-04-28,2331001172D,Germany,41.0,Female
2023-04-28,2334001101D,Czech Republic,18.0,Female
2023-04-28,2334000413D,Slovenia,78.0,Female
2023-04-28,2334001100D,Czech Republic,66.0,Female
2023-04-28,2344000276D,UK,66.0,Female
2023-04-28,2334001099D,Czech Republic,18.0,Male
2023-04-28,2334001098D,Slovenia,78.0,Female
2023-04-28,2331001267D,Sweden,95.0,Male
2023-04-28,2334001109D,Spain,88.0,Male
2023-04-28,2331001397D,Denmark,28.0,Female
2023-04-28,2334001108D,Spain,64.0,Male
2023-04-28,2334001110D,Spain,64.0,Male
2023-04-28,2331001398D,Denmark,16.0,Female
2023-04-28,2331001396D,Denmark,64.0,Male
2023-04-28,2334001097D,Slovenia,43.0,Male
2023-04-28,2344000274D,UK,43.0,Male
2023-04-28,2334001096D,Slovenia,79.0,Male
2023-04-28,2344000273D,UK,31.0,Male
2023-04-28,2334000415D,Spain,31.0,Male
2023-04-28,2344000272D,UK,31.0,Male
2023-04-28,2344000271D,UK,31.0,Male
2023-04-28,2334001095D,Slovenia,79.0,Female
2023-04-28,2344000270D,UK,79.0,Female
2023-04-28,2334001094D,Slovenia,31.0,Female
2023-04-28,2334001092D,Malta,23.0,Female
2023-04-28,2334001106D,Spain,113.0,Female
2023-04-28,2334001091D,Malta,40.0,Male
2023-04-28,2334001105D,Spain,16.0,Male
2023-04-28,2334001090D,Malta,88.0,Male
2023-04-28,2331001264D,Sweden,29.0,Female
2023-05-01,2331001297D,Netherland,48.0,
2023-05-01,2331001245D,Netherland,34.0,
2023-05-01,2331001244D,Netherland,34.0,
2023-05-01,2331001296D,Netherland,58.0,Male
2023-05-01,2331001243D,Netherland,34.0,Male
2023-05-01,2331001295D,Netherland,34.0,Male
2023-05-01,2331001242D,Netherland,34.0,Female
2023-05-01,2331001294D,Netherland,34.0,Female
2023-05-01,2331001293D,Germany,94.0,Female
2023-05-01,2331001241D,Netherland,34.0,Female
2023-05-01,2331001292D,Germany,34.0,Female
2023-05-01,2331001239D,Netherland,22.0,Female
2023-05-01,2331001291D,Germany,22.0,Female
2023-05-01,2331001289D,Germany,58.0,Female
2023-05-01,2331001238D,Netherland,34.0,Female
2023-05-01,2331001290D,Germany,34.0,Female
2023-05-01,2331001288D,Belgium,34.0,Female
2023-05-01,2331001237D,Netherland,34.0,Female
2023-05-01,2331001287D,Belgium,34.0,Female
2023-05-01,2331001236D,Netherland,34.0,Female
2023-05-01,2331001235D,Netherland,81.0,Female
2023-05-01,2331001286D,Germany,141.0,Male
2023-05-01,2331001234D,Netherland,141.0,Male
2023-05-01,2331001285D,Belgium,141.0,Male
2023-05-01,2331001284D,Belgium,141.0,Male
2023-05-01,2331001233D,Netherland,141.0,Male
2023-05-01,2331001283D,Germany,141.0,Male
2023-05-01,2331001232D,Netherland,141.0,Male
2023-05-01,2331001282D,Austria,141.0,Male
2023-05-01,2331001231D,Netherland,141.0,Male
2023-05-01,2331001281D,Austria,141.0,Male
2023-05-01,2331000731D,Belgium,141.0,Male
2023-05-01,2331001230D,Netherland,141.0,Male
2023-05-01,2331001280D,Latvia,21.0,Male
2023-05-01,2331001246D,Belgium,69.0,Male
2023-05-01,2331001279D,Latvia,21.0,Male
2023-05-01,2331001240D,Netherland,74.0,Male
2023-05-01,2331001278D,Netherland,74.0,Female
2023-05-01,2331001459D,Denmark,61.0,Male
2023-05-01,2331001277D,Belgium,61.0,Male
2023-05-01,2331001185D,Switzerlan,61.0,Male
2023-05-01,2331001276D,Germany,14.0,Male
2023-05-01,2331001186D,Belgium,14.0,Male
2023-05-01,2331001275D,Germany,14.0,Male
2023-05-01,2331001194D,Netherland,26.0,Male
2023-05-01,2331001168D,Austria,26.0,Male
2023-05-01,2331001256D,Belgium,19.0,Male
2023-05-01,2331001306D,Netherland,31.0,Male
2023-05-01,2331001255D,Belgium,31.0,Male
2023-05-01,2331001305D,Netherland,29.0,Male
2023-05-01,2331001254D,Germany,29.0,Male
2023-05-01,2331001304D,Netherland,65.0,Male
2023-05-01,2331001253D,Germany,29.0,Male
2023-05-01,2331001303D,Netherland,29.0,Male
2023-05-01,2331001252D,Belgium,29.0,Male
2023-05-01,2331001302D,Netherland,29.0,Male
2023-05-01,2331001301D,Netherland,106.0,Male
2023-05-01,2331001251D,Belgium,19.0,Male
2023-05-01,2331001300D,Netherland,18.0,Male
2023-05-01,2331001250D,Germany,18.0,Male
